,class,largest spot,spot distribution,activity,evolution,24 hour flare activity,historically complex,complexity on this sun disk pass,area,area of largest spot,total flares
964,3,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,7.0
965,6,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,36.0
966,1,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
967,6,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,18.0
968,3,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0
969,4,6.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,54.0
970,5,6.0,3.0,1.0,2.0,1.0,,2.0,2.0,1.0,10.0
971,4,6.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,54.0
972,2,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
973,1,3.0,2.0,1.0,3.0,1.0,1.0,,1.0,1.0,2.0
974,3,4.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0
975,2,2.0,2.0,1.0,3.0,1.0,1.0,,1.0,1.0,3.0
976,6,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,54.0
977,2,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
978,6,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,18.0
979,6,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,18.0
980,4,6.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,36.0
981,4,6.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,12.0
982,4,6.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,36.0
983,1,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
984,4,4.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0
985,3,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0
986,6,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,36.0
987,2,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0
988,6,3.0,1.0,1.0,,1.0,2.0,,1.0,1.0,14.0
989,4,6.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,24.0
990,4,4.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0
991,6,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,18.0
992,4,4.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,8.0
993,3,2.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0
994,6,3.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,36.0
995,6,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,18.0
996,3,3.0,2.0,1.0,3.0,1.0,,2.0,1.0,1.0,7.0
997,6,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,24.0
998,4,6.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,24.0
999,5,3.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0
1000,3,3.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0
1001,6,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,27.0
1002,3,3.0,2.0,1.0,3.0,,2.0,2.0,1.0,1.0,3.0
1003,3,4.0,3.0,1.0,2.0,1.0,2.0,2.0,,1.0,2.0
1004,6,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,72.0
1005,3,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0
1006,6,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,36.0
1007,2,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0
1008,6,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,18.0
1009,4,6.0,4.0,2.0,3.0,,2.0,2.0,2.0,1.0,18.0
1010,5,4.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,7.0
1011,2,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,,2.0
1012,3,4.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0
1013,6,4.0,1.0,1.0,2.0,,1.0,,1.0,1.0,48.0
1014,1,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
1015,6,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,54.0
1016,3,4.0,2.0,1.0,3.0,,1.0,2.0,1.0,1.0,9.0
1017,3,5.0,2.0,1.0,3.0,1.0,2.0,2.0,,1.0,6.0
1018,3,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,7.0
1019,4,6.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,6.0
1020,5,4.0,3.0,1.0,2.0,1.0,,2.0,1.0,1.0,3.0
1021,2,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0
1022,3,4.0,3.0,1.0,,1.0,2.0,,1.0,,1.0
1023,6,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,48.0
1024,6,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,36.0
1025,3,4.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0
1026,3,5.0,2.0,1.0,,1.0,2.0,2.0,1.0,1.0,6.0
1027,3,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,7.0
1028,6,3.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,4.0
1029,5,3.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0
1030,6,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,54.0
1031,1,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0
1032,3,5.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0
1033,3,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0
1034,3,4.0,3.0,2.0,3.0,,1.0,2.0,1.0,1.0,24.0
1035,6,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,36.0
1036,2,2.0,2.0,1.0,3.0,1.0,1.0,2.0,,1.0,3.0
1037,2,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,1.0,2.0
1038,3,5.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,,4.0
1039,2,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0
1040,4,4.0,3.0,1.0,2.0,1.0,,2.0,1.0,1.0,3.0
1041,6,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,36.0
1042,2,3.0,2.0,1.0,3.0,1.0,,2.0,1.0,1.0,4.0
1043,6,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,18.0
1044,3,3.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0
1045,1,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0
1046,4,4.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0
1047,6,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,54.0
1048,6,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,54.0
1049,6,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,18.0
1050,6,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,18.0
1051,3,5.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,6.0
1052,4,4.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0
1053,3,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,7.0
1054,6,3.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,18.0
1055,6,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,18.0
1056,6,3.0,1.0,1.0,2.0,,1.0,2.0,,1.0,18.0
1057,3,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0
1058,6,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,18.0
1059,6,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,36.0
1060,3,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0
1061,6,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,36.0
1062,6,3.0,1.0,,2.0,1.0,1.0,2.0,1.0,1.0,36.0
1063,2,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0
1064,6,2.0,1.0,1.0,2.0,1.0,,2.0,1.0,,12.0
1065,1,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0
1066,2,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,6.0
1067,3,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,14.0
1068,2,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0
1069,3,3.0,2.0,1.0,3.0,1.0,1.0,,1.0,2.0,14.0
1070,3,4.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,18.0
1071,3,4.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,12.0
1072,3,4.0,2.0,1.0,2.0,1.0,,2.0,1.0,1.0,6.0
1073,3,4.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,12.0
1074,3,6.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,27.0
1075,2,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0
1076,1,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
1077,3,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0
1078,2,5.0,3.0,1.0,,1.0,1.0,2.0,1.0,2.0,10.0
1079,3,2.0,2.0,1.0,3.0,1.0,1.0,,1.0,1.0,4.0
1080,1,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0
1081,1,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
1082,3,6.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,18.0
1083,3,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,9.0
1084,3,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0
1085,2,4.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0
1086,2,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0
1087,1,1.0,2.0,1.0,3.0,1.0,,2.0,1.0,1.0,1.0
1088,5,6.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,15.0
1089,1,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0
1090,6,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,48.0
1091,1,1.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0
1092,2,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,4.0
1093,1,1.0,2.0,1.0,,1.0,1.0,2.0,1.0,1.0,1.0
1094,1,1.0,2.0,1.0,3.0,1.0,1.0,,1.0,2.0,2.0
1095,3,4.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,6.0
1096,3,4.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,18.0
1097,1,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
1098,3,4.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,12.0
1099,1,1.0,2.0,1.0,,1.0,1.0,2.0,1.0,2.0,2.0
1100,3,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,9.0
1101,3,4.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0
1102,2,4.0,3.0,1.0,3.0,1.0,1.0,,1.0,1.0,4.0
1103,3,4.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0
1104,3,4.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,48.0
1105,3,4.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0
1106,1,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
1107,3,2.0,2.0,1.0,,1.0,1.0,2.0,1.0,1.0,2.0
1108,3,4.0,3.0,1.0,2.0,1.0,,,1.0,1.0,4.0
1109,3,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
1110,3,3.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,,4.0
1111,3,4.0,3.0,1.0,,1.0,2.0,2.0,1.0,2.0,6.0
1112,3,4.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,6.0
1113,3,4.0,3.0,1.0,2.0,1.0,2.0,2.0,,1.0,2.0
1114,1,1.0,2.0,1.0,,1.0,1.0,2.0,1.0,1.0,0.0
1115,3,3.0,2.0,1.0,3.0,1.0,,2.0,1.0,2.0,7.0
1116,3,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,7.0
1117,1,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
1118,3,4.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,9.0
1119,3,6.0,4.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,14.0
1120,3,4.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,6.0
1121,1,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
1122,3,4.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,9.0
1123,3,3.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0
1124,3,6.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,9.0
1125,3,4.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,8.0
1126,1,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
1127,3,3.0,2.0,1.0,2.0,,2.0,2.0,1.0,2.0,4.0
1128,3,6.0,4.0,2.0,3.0,3.0,2.0,,1.0,2.0,40.0
1129,4,6.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,24.0
1130,3,3.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,4.0
1131,2,3.0,2.0,1.0,,1.0,2.0,2.0,1.0,2.0,3.0
1132,3,3.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,4.0
1133,6,5.0,,1.0,2.0,1.0,2.0,2.0,1.0,1.0,15.0
1134,3,3.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,4.0
1135,1,1.0,2.0,1.0,,1.0,,2.0,1.0,1.0,1.0
1136,1,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
1137,2,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0
1138,6,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,72.0
1139,3,4.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,6.0
1140,3,6.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,27.0
1141,3,6.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,9.0
1142,3,3.0,3.0,1.0,2.0,,2.0,2.0,1.0,1.0,2.0
1143,2,4.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0
1144,3,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0
1145,6,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,27.0
1146,3,6.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,9.0
1147,6,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,24.0
1148,1,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0
1149,6,3.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,108.0
1150,2,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,,2.0
1151,3,6.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,27.0
1152,3,4.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0
1153,2,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0
1154,2,3.0,2.0,1.0,2.0,,2.0,2.0,1.0,2.0,3.0
1155,2,3.0,,1.0,2.0,,2.0,2.0,1.0,2.0,3.0
1156,2,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,9.0
1157,3,6.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,,9.0
1158,6,2.0,1.0,1.0,,1.0,1.0,2.0,1.0,2.0,24.0
1159,6,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,108.0
1160,2,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,6.0
1161,2,6.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,18.0
1162,2,3.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,4.0
1163,2,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0
1164,2,6.0,3.0,1.0,,1.0,2.0,2.0,1.0,,6.0
1165,4,4.0,4.0,1.0,3.0,1.0,,2.0,1.0,2.0,6.0
1166,6,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,24.0
1167,6,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,72.0
1168,6,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,24.0
1169,6,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,72.0
1170,1,1.0,2.0,1.0,,1.0,1.0,2.0,1.0,2.0,2.0
1171,2,3.0,3.0,1.0,2.0,1.0,2.0,2.0,,2.0,2.0
1172,6,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,9.0
1173,3,6.0,4.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,20.0
1174,3,4.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,24.0
1175,6,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,36.0
1176,1,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0
1177,2,3.0,3.0,2.0,,3.0,1.0,2.0,1.0,1.0,18.0
1178,2,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0
1179,6,6.0,1.0,2.0,2.0,3.0,2.0,,1.0,2.0,216.0
1180,3,6.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,9.0
1181,6,4.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,72.0
1182,2,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0
1183,2,2.0,2.0,1.0,,1.0,1.0,2.0,1.0,2.0,6.0
1184,1,1.0,2.0,1.0,3.0,1.0,,2.0,1.0,1.0,1.0
1185,1,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
1186,6,6.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,54.0
1187,2,6.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,6.0
1188,6,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,36.0
1189,1,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
1190,2,2.0,3.0,,3.0,3.0,1.0,2.0,1.0,2.0,24.0
1191,6,2.0,1.0,1.0,2.0,3.0,,2.0,,2.0,72.0
1192,1,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
1193,3,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,9.0
1194,6,6.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,36.0
1195,3,6.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,6.0
1196,6,5.0,1.0,,3.0,1.0,1.0,2.0,1.0,2.0,90.0
1197,1,1.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0
1198,1,1.0,2.0,1.0,3.0,1.0,1.0,,1.0,1.0,1.0
1199,1,1.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0
1200,3,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,12.0
1201,6,4.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,36.0
1202,2,6.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,
1203,6,3.0,1.0,1.0,,1.0,1.0,2.0,1.0,2.0,36.0
1204,1,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0
1205,1,1.0,2.0,1.0,2.0,1.0,1.0,2.0,,1.0,0.0
1206,2,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0
1207,1,1.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0
1208,2,4.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,6.0
1209,2,6.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0
1210,6,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,36.0
1211,3,3.0,3.0,1.0,,1.0,1.0,2.0,1.0,1.0,4.0
1212,1,1.0,2.0,1.0,2.0,1.0,1.0,2.0,,1.0,0.0
1213,1,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
1214,6,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,72.0
1215,6,4.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,72.0
1216,2,6.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,6.0
1217,1,1.0,2.0,1.0,,1.0,,2.0,1.0,2.0,2.0
1218,6,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,108.0
1219,2,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,9.0
1220,2,4.0,3.0,1.0,,1.0,1.0,2.0,1.0,2.0,8.0
1221,6,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,108.0
1222,3,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,14.0
1223,2,3.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,9.0
1224,1,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0
1225,6,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,72.0
1226,2,3.0,2.0,1.0,3.0,,1.0,2.0,1.0,2.0,9.0
1227,2,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,,9.0
1228,6,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,144.0
1229,1,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0
1230,6,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,48.0
1231,2,3.0,2.0,2.0,2.0,,2.0,2.0,1.0,2.0,6.0
1232,6,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,108.0
1233,6,3.0,1.0,2.0,,3.0,1.0,2.0,1.0,2.0,216.0
1234,2,3.0,2.0,1.0,2.0,1.0,1.0,,1.0,2.0,6.0
1235,2,4.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,8.0
1236,4,3.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,12.0
1237,1,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0
1238,3,3.0,2.0,1.0,2.0,,1.0,2.0,1.0,2.0,9.0
1239,2,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0
1240,2,3.0,2.0,1.0,2.0,1.0,1.0,2.0,,2.0,6.0
1241,6,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,18.0
1242,2,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,6.0
1243,2,3.0,3.0,,2.0,1.0,1.0,2.0,1.0,2.0,8.0
1244,3,3.0,2.0,1.0,,,2.0,2.0,1.0,2.0,4.0
1245,3,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,14.0
1246,1,1.0,2.0,1.0,3.0,1.0,1.0,,1.0,2.0,2.0
1247,2,4.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,12.0
1248,2,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,9.0
1249,2,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,4.0
1250,1,1.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0
1251,1,1.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0
1252,3,5.0,2.0,1.0,2.0,,1.0,2.0,1.0,2.0,15.0
1253,6,3.0,1.0,1.0,1.0,1.0,1.0,2.0,,2.0,18.0
1254,6,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,24.0
1255,6,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,48.0
1256,2,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0
1257,2,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0
1258,3,6.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,27.0
1259,3,2.0,2.0,1.0,2.0,,1.0,2.0,1.0,2.0,6.0
1260,6,3.0,1.0,1.0,2.0,1.0,1.0,2.0,,2.0,36.0
1261,1,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0
1262,1,1.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0
1263,1,1.0,2.0,1.0,,1.0,1.0,2.0,1.0,1.0,1.0
1264,2,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,9.0
1265,3,4.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,12.0
1266,1,1.0,2.0,1.0,3.0,,1.0,2.0,1.0,2.0,2.0
1267,1,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0
1268,1,1.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,,0.0
1269,1,1.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0
1270,3,4.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,12.0
1271,2,5.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,20.0
1272,3,6.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,14.0
1273,1,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0
1274,2,6.0,3.0,1.0,3.0,1.0,,2.0,1.0,1.0,6.0
1275,2,4.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,8.0
1276,3,4.0,3.0,1.0,2.0,1.0,,2.0,1.0,2.0,8.0
1277,1,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0
1278,1,1.0,3.0,1.0,3.0,,1.0,2.0,1.0,2.0,1.0
1279,1,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,,2.0
1280,1,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0
